batch_id,name,openalex_id,decision,reason
batch-48,Stevanus Pangestu,A5033743427,accept,"Exact Stevanus Pangestu at Corvinus University of Budapest. Recent work directly matches the listed EQ projects: EQ-5D-5L bolt-ons, child/adult EQ-5D-Y-3L composite TTO, EQ-HWB, and health-related quality of life; sustained collaboration with Fanni Rencz supports the identity."
batch-48,Stirling Bryan,A5015667412,accept,"Exact Stirling Bryan with a large, coherent health-economics and quality-of-life record. It includes the Canadian EQ-5D-5L value set and current patient-reported-outcome work on hospital readmission, directly consistent with the two British Columbia projects."
batch-48,Sun Sun,A5081188742,hold,"Although it contains relevant EQ-5D work with Burstrom and Lindholm, this generic-name profile has substantial incompatible contamination: smart grids, microgrids, wireless communications, superconductivity, database design, and video generation alongside the health record."
batch-49,Suzana Karim,A5003389681,accept,"University of Dhaka profile directly matches her valuation projects through Peru EQ-5D-5L preference heterogeneity, Dutch EQ-5D-5L valuation, and related discrete-choice work; the coherent coauthor network includes Benjamin M. Craig."
batch-49,Taavi Lai,A5109074641,accept,"The record is coherently Estonia-focused and health-policy/quality-of-life oriented: it includes Estonian PDQ-39 validation, Estonian alcohol-control cost-effectiveness, and recent health-related quality-of-life work among Ukrainian refugees in Estonia."
batch-49,Takeru Shiroiwa,A5007564965,accept,"National Institute of Public Health profile has a large, coherent Japanese health-economics and quality-of-life record, including Japanese EQ-5D-3L/5L norms, the EQ-5D-5L Japan value set, and DCE/TTO scoring comparison—directly matching both supplied projects."
batch-49,Teresa Tsui,A5089652474,accept,"Sunnybrook profile directly supports the cancer-utility project: it includes EQ-5D-3L health utilities in patients with cancer, real-world oncology EQ-5D collection in Ontario, the Breast Utility Instrument, and Canadian EQ-5D-5L valuation work."
batch-49,Tessa Peasgood,A5022446221,accept,"The University of Sheffield affiliation and extensive health-utility record are consistent with the supplied projects: the profile includes EQ-HWB development, EQ-5D-5L measurement work, child/adolescent valuation, content-validity research, and core EuroQol coauthors."
batch-50,Tie Parma Yamato,A5034831401,accept,"Name variant with matching ORCID and University of Sydney affiliation. Recent works directly compare EQ-5D-Y-3L/5L in children and review their measurement properties, consistent with both Brazilian youth EQ-5D projects."
batch-50,Thao Thai,A5050171927,hold,"Name is compatible, but the 8-work record is 2018–2020 Vietnamese HIV, dengue, cardiovascular and media research, with no EQ-HWB, psychometric, mental-health, Australian, or supplied-project connection."
batch-50,Titi Fitriana,A5049547434,accept,"Name expands to Titi Sahidah Fitriana with a coherent Indonesian EQ-5D record: Indonesian EQ-5D-5L and EQ-5D-Y value sets, youth EQ-5D-Y measurement papers, and Bahasa Indonesia EQ-5D-Y-5L adaptation."
batch-50,thomas kohlmann,A5031953969,accept,"Exact name and Greifswald medical affiliation match. The record includes EQ-5D-5L interim scoring, an EQ-5D-5L psychometric review, quality-of-life/economic-evaluation work, and the stated EQ-5D scoring focus."
batch-50,Tianxin Pan,A5044860561,accept,"Exact name, ORCID and University of Melbourne affiliation align. Frequent collaborators include Nancy Devlin and Brendan Mulhern, and works directly cover EQ-5D-Y valuation, EQ-5D ceiling effects, Chinese HRQoL, and child health."
batch-51,Tomos Robinson,A5048830550,accept,"The profile is coherently UK health-services/health-economics research: it includes EQ-5D/CHU-9D utility mapping and health-inequality work, with regular collaborators Luke Vale and Laura Ternent. The project on socioeconomic inequality in UK EQ-5D measures fits this record; a few isolated old items are not substantial contamination."
batch-51,Trudy Sullivan,A5022698267,accept,"Exact name and University of Otago affiliation. The record directly contains the adolescent EQ-5D valuation feasibility study and EQ-DAPHNIE publications, and its health-economic/quality-of-life work with Otago collaborators Sarah Derrett and Andrew Gray matches both supplied projects."
batch-51,Ulrike Ravens-Sieberer,A5049804622,accept,"The name, Hamburg affiliation, and extensive child/adolescent health-related quality-of-life record are coherent. It includes the foundational Development of the EQ-5D-Y paper and sustained KIDSCREEN/KINDL psychometric research, directly matching the supplied pediatric EQ-5D-Y project."
batch-51,Valentina Prevolnik Rupel,A5091343801,accept,"Exact name and a focused Slovenian health-economics/EQ-5D record. Works include EQ-5D-5L Value Set for Slovenia, EQ-5D-Y Value Set for Slovenia, Slovenian population norms, and Central/Eastern European EQ-5D research, directly supporting the listed valuation and elderly-population projects."
batch-51,victor zarate,A5074565937,accept,"The Merck/MSD affiliation, Latin American health-economics focus, and collaborations with Paul Kind and Federico Augustovski fit the supplied person. The record directly includes Chilean and Latin-American EQ-5D valuation, self-perceived-health, inequality, DALY/QALY, and health-reform studies; two 1931 duplicates are isolated contamination."
batch-52,Vincent Lau,A5022213392,accept,"Exact-name Alberta Health Services critical-care profile; ICU/sepsis work and repeated Bagshaw, Basmaji, and Rochwerg coauthorship directly fit the EQ-5D-5L critical-care validation project."
batch-52,Vivian Reckers-Droog,A5121459836,accept,"Exact-name Erasmus University Rotterdam health-economics record, with Mos, Knies, and Brouwer coauthors and work on societal preferences and healthcare valuation, coherent with the EQ-5D-Y valuation projects."
batch-52,Wenjing Zhou,A5080372262,accept,"Exact-name profile has repeated Busschbach and Herdman coauthorship and articles explicitly validating Chinese EQ-5D-Y, EQ-TIPS, EQ-5D-5L, and EQ-HWB-S in children and carers—a direct project match."
batch-52,Willem van Veghel,A5003208889,accept,"Exact-name Sint Franciscus Gasthuis profile includes work on health outcomes, costs, and a Quality Cost Indicator model, consistent with the EQ-5D-5L value-based healthcare implementation project."
batch-52,Wolfgang Greiner,A5001823062,accept,"Exact-name Bielefeld University profile includes the German EQ-5D-5L value set, EQ-5D-Y development and validation, and extensive health-economics work, directly matching the supplied EuroQol projects."
batch-53,Xin Zhang,A5100427821,hold,"Profile is Lixin Zhang, not Xin Zhang, and is dominated by plant biology, natural products, genomics, and unrelated highly heterogeneous works; it provides no coherent EQ-5D/atopic-dermatitis research identity."
batch-53,Xuejing Jin,A5008581679,accept,"Exact name and Beijing University of Chinese Medicine affiliation. The record is coherent in health economics, quality of life, patient-reported outcomes, and multiple EQ-5D China studies, including the China EQ-5D-5L and EQ-5D-Y-3L value sets."
batch-53,Yan Feng,A5053760337,hold,"Although the name can be reordered as Feng Yan, the reported affiliation is a Chinese hydrology laboratory and the record centers on neurology, hemorrhage, and molecular cancer research, not QMUL health economics or EQ-5D valuation."
batch-53,Yap Xin Yi,A5058382403,hold,"Profile name Yajun Yi is incompatible with Yap Xin Yi. Its dominant record is molecular oncology/prostate and head-and-neck cancer, with older unrelated biomedical works; the single EQ-TIPS conference abstract is insufficient amid substantial name-collision contamination."
batch-53,Yared Belete Belay,A5086002810,accept,"Exact name and a coherent Ethiopian health-economics/quality-of-life record. It includes EQ-5D-5L validity in Ethiopian mental health, EQ-5D-Y-3L psychometrics in Ethiopian inpatients, and related HRQoL and mental-health research."
batch-54,Yiting Luo,A5101270824,hold,"This 52-work profile is substantially mixed and overwhelmingly unrelated to health-outcomes research: wireless localization, nonlinear optical crystals, hydrogels, biosensing, business, and materials work. One paediatric HRQoL review cannot safely identify it with the EQ-5D climate and valuation researcher."
batch-54,You-Shan Feng,A5091571513,accept,"The Universitätsklinikum Tübingen affiliation matches exactly. The record has extensive EQ-5D/EQ-HWB psychometrics, EQ VAS, bolt-on, inequality, and population-norms publications, directly coherent with the listed EuroQol projects."
batch-54,Yirga Legesse Niriayo,A5025678242,accept,"The Mekelle University profile is a coherent Ethiopian clinical-pharmacy and cardiovascular outcomes record. It includes heart-failure drug-therapy research and an EQ-5D health-related quality-of-life systematic review, consistent with the proposed EQ-5D-5L heart-failure study."
batch-54,Yifan Ding,A5076822287,accept,"China-focused EQ-5D-Y and EQ-HWB quality-of-life studies directly match the cultural relevance and psychometric-evaluation project. Frequent coauthors include Zhihao Yang, Jan J.V. Busschbach, and Nan Luo, forming a coherent EuroQol research record."
batch-54,Zhihao Yang,A5028809099,hold,"Although 71 works concern EQ-5D/EQ-HWB and the Guiyang Medical University affiliation matches, the profile has substantial collision contamination: 2010-14 civil/geotechnical and coal-reservoir papers plus 2026 molecular-property and marine-phytoplankton papers are unrelated to the EuroQol record."
batch-55,Zhuxin Mao,A5002022038,accept,"Exact name and University of Antwerp affiliation, with a coherent health-economics and health-related quality-of-life record. Multiple EQ-5D/EQ-HWB China studies directly match the supplied EuroQol projects, and frequent collaborators include Antwerp health-economics researchers. The older agricultural papers are a limited early cluster, not enough to outweigh the strong matching record."
