finding_id,study_id,publication_id,doi,publication_year,primary_research_family,outcome,outcome_family,statement,about_ids,n_values
P660d36de805c:F1,P660d36de805c:S1,doi:10.1080/14737167.2020.1779062,10.1080/14737167.2020.1779062,2020,METHODS_RESEARCH,,,"TTO values are inconsistent with random and expected utility theory: empirical evidence on constant proportional trade-off is mixed and utility independence is often violated, so the value of a health state depends on the duration spent in it and on the order in which states are presented.",P660d36de805c:MU1,0
P660d36de805c:F2,P660d36de805c:S1,doi:10.1080/14737167.2020.1779062,10.1080/14737167.2020.1779062,2020,METHODS_RESEARCH,,,"TTO is confounded by time preference, by the framing effect of the chosen time frame, and by respondents' own life expectancies, which may be longer or shorter than the conventional 10 years; no practical correction for these prospect-theory effects is yet available.",P660d36de805c:MU1,0
P660d36de805c:F3,P660d36de805c:S1,doi:10.1080/14737167.2020.1779062,10.1080/14737167.2020.1779062,2020,METHODS_RESEARCH,,,"The iterative indifference procedure shapes the values obtained: the quarter-year increments of the MVH protocol produced many very negative predicted values (lowest possible value -39), and the EQ-VT computer-assisted procedure accumulates indifference at three specific iteration steps, producing many values of -1.0, 0.0 and 1.0.",P660d36de805c:PR1 | P660d36de805c:PR2,2
P660d36de805c:F4,P660d36de805c:S1,doi:10.1080/14737167.2020.1779062,10.1080/14737167.2020.1779062,2020,METHODS_RESEARCH,,,"In the English EQ-5D-5L value set respondents were more likely to give 0.0, 0.5 or 1.0 than intermediate values, with very few values between -0.5 and 0.0, suggesting crude rather than cardinal responses; values recorded at -1.0 are censored, so averaging individual values should account for censoring.",P660d36de805c:PD1,1
P660d36de805c:F5,P660d36de805c:S1,doi:10.1080/14737167.2020.1779062,10.1080/14737167.2020.1779062,2020,METHODS_RESEARCH,,,"TTO requires a trained interviewer or specialised software, and trained interviewers do not explain the tasks in the same structured way, so values are interviewer dependent; similar interviewer effects were traced for VAS values in the MVH study.",P660d36de805c:PR1,0
P660d36de805c:F6,P660d36de805c:S1,doi:10.1080/14737167.2020.1779062,10.1080/14737167.2020.1779062,2020,METHODS_RESEARCH,,,"Qualitative research shows respondents often cannot distinguish the health states to be valued, struggle with the hypothetical nature of the states, and have difficulty conceptualising being dead, including religious or spiritual beliefs about death.",P660d36de805c:MU1,0
P660d36de805c:F7,P660d36de805c:S1,doi:10.1080/14737167.2020.1779062,10.1080/14737167.2020.1779062,2020,METHODS_RESEARCH,,,"Different procedures are used for states better and worse than dead; valuation studies based on the composite TTO showed almost no discrimination among values for states worse than dead, and lag-time TTO produced lower values than lead-time TTO with the difference increasing over longer time frames.",P660d36de805c:MU2 | P660d36de805c:MU4,0
P660d36de805c:F8,P660d36de805c:S1,doi:10.1080/14737167.2020.1779062,10.1080/14737167.2020.1779062,2020,METHODS_RESEARCH,,,"TTO does not satisfy measurement-theoretic requirements of unidimensionality and invariance, mainly because it measures two distinct elements at once, health status and life years, and it is better described as a matching method than a choice method.",P660d36de805c:MU1,0
P660d36de805c:F9,P660d36de805c:S1,doi:10.1080/14737167.2020.1779062,10.1080/14737167.2020.1779062,2020,METHODS_RESEARCH,,,"A UK government-commissioned review by NICE and the Department of Health and Social Care raised several concerns about the English EQ-5D-5L values, many of them associated with the TTO; later EQ-VT versions used in other countries produced more balanced results with smaller interviewer effects.",P660d36de805c:PD1,0
P669237cbf752:F1,P669237cbf752:S1,doi:10.1186/s12955-026-02577-x,10.1186/s12955-026-02577-x,2026,MEASUREMENT_PROPERTY_EVALUATION,"Comprehensibility of EQ-HWB-9 items, instructions, recall period, and response options",CONTENT_VALIDITY,"Eight EQ-HWB-9 items were understood as intended by all participants, but the mobility item produced unintended or narrowed interpretations for four participants.",P669237cbf752:OUT1,2
P669237cbf752:F2,P669237cbf752:S1,doi:10.1186/s12955-026-02577-x,10.1186/s12955-026-02577-x,2026,MEASUREMENT_PROPERTY_EVALUATION,Perceived differences and preferences for mobility wording and cognition response scales,CONTENT_VALIDITY,"Most participants perceived meaning differences between the three mobility wordings, and preferences varied; participants who first saw the version without an example consistently preferred a version that included an illustrative mobility-aid example.",P669237cbf752:OUT4,1
P669237cbf752:F3,P669237cbf752:S1,doi:10.1186/s12955-026-02577-x,10.1186/s12955-026-02577-x,2026,MEASUREMENT_PROPERTY_EVALUATION,Perceived differences and preferences for mobility wording and cognition response scales,CONTENT_VALIDITY,"Participants understood both cognition response scales. Seven perceived differences between frequency and difficulty, and preferences were split between the difficulty and frequency scales.",P669237cbf752:OUT4,3
P669237cbf752:F4,P669237cbf752:S1,doi:10.1186/s12955-026-02577-x,10.1186/s12955-026-02577-x,2026,MEASUREMENT_PROPERTY_EVALUATION,Relevance of EQ-HWB-9 items,CONTENT_VALIDITY,"Most items were relevant to most participants, although loneliness, sadness or depression, and control were each judged not relevant by five participants.",P669237cbf752:OUT2,3
P669237cbf752:F5,P669237cbf752:S1,doi:10.1186/s12955-026-02577-x,10.1186/s12955-026-02577-x,2026,MEASUREMENT_PROPERTY_EVALUATION,Perceived overlap and redundancy between EQ-HWB-9 items,CONTENT_VALIDITY,"Participants noted overlap between mobility and activities and between cognition and exhaustion, anxiety, or pain, but they did not regard the items as redundant and valued their separate measurement.",P669237cbf752:OUT5,0
P669237cbf752:F6,P669237cbf752:S1,doi:10.1186/s12955-026-02577-x,10.1186/s12955-026-02577-x,2026,MEASUREMENT_PROPERTY_EVALUATION,Comprehensiveness of the EQ-HWB-9,CONTENT_VALIDITY,"Only two participants considered the measure fully comprehensive; ten identified missing information, mainly medical management, support, mental-health impact, or space for free-text context.",P669237cbf752:OUT3,2
P669237cbf752:F7,P669237cbf752:S1,doi:10.1186/s12955-026-02577-x,10.1186/s12955-026-02577-x,2026,MEASUREMENT_PROPERTY_EVALUATION,"Comprehensibility of EQ-HWB-9 items, instructions, recall period, and response options",CONTENT_VALIDITY,"The seven-day recall period and instructions were generally understood, although some participants preferred a shorter recall period or reported unclear response or instruction wording.",P669237cbf752:OUT1,0
P66b1ccae80fa:F1,P66b1ccae80fa:S1,doi:10.1007/s40271-025-00787-x,10.1007/s40271-025-00787-x,2026,APPLIED_USE_RESEARCH,Feasibility of routine QoL data collection,FEASIBILITY,"Of 103 consenting residents, the study obtained 90 resident self-reports, 101 staff proxy assessments, and 49 family proxy assessments.",P66b1ccae80fa:O1,4
P66b1ccae80fa:F10,P66b1ccae80fa:S1,doi:10.1007/s40271-025-00787-x,10.1007/s40271-025-00787-x,2026,APPLIED_USE_RESEARCH,Barriers and facilitators to routine QoL data collection,IMPLEMENTATION,"Staff proposed dedicated time and staff, quiet morning interviews, repeated approaches when residents were unavailable, accessible rephrasing, and selecting proxies who know the resident well.",P66b1ccae80fa:O6,0
P66b1ccae80fa:F11,P66b1ccae80fa:S1,doi:10.1007/s40271-025-00787-x,10.1007/s40271-025-00787-x,2026,APPLIED_USE_RESEARCH,Barriers and facilitators to routine QoL data collection,IMPLEMENTATION,"Staff identified possible interviewer, social-desirability, and proxy bias; time pressure could also lead staff to complete assessments without adequately involving residents.",P66b1ccae80fa:O6,0
P66b1ccae80fa:F2,P66b1ccae80fa:S1,doi:10.1007/s40271-025-00787-x,10.1007/s40271-025-00787-x,2026,APPLIED_USE_RESEARCH,QoL measure completion and missing data,METHOD_PERFORMANCE_OR_DATA_QUALITY,Most residents with an evaluation record completed the EQ-5D-5L; resident EQ-5D-5L data had low missingness.,P66b1ccae80fa:O2,3
P66b1ccae80fa:F3,P66b1ccae80fa:S1,doi:10.1007/s40271-025-00787-x,10.1007/s40271-025-00787-x,2026,APPLIED_USE_RESEARCH,"Resident engagement, understanding, and support needs",USABILITY_OR_ACCEPTABILITY,"Staff rated most residents as very or somewhat engaged in QoL collection, although many questions had to be repeated or explained across all four measures.",P66b1ccae80fa:O3,4
P66b1ccae80fa:F4,P66b1ccae80fa:S1,doi:10.1007/s40271-025-00787-x,10.1007/s40271-025-00787-x,2026,APPLIED_USE_RESEARCH,Proxy difficulty and perceived proxy-report accuracy,USABILITY_OR_ACCEPTABILITY,Staff reported more difficulty with proxy completion than relatives.,P66b1ccae80fa:O4,2
P66b1ccae80fa:F5,P66b1ccae80fa:S1,doi:10.1007/s40271-025-00787-x,10.1007/s40271-025-00787-x,2026,APPLIED_USE_RESEARCH,Proxy difficulty and perceived proxy-report accuracy,USABILITY_OR_ACCEPTABILITY,"Staff commonly expected residents to rate their own QoL more positively, while most relatives expected their rating to align with the resident.",P66b1ccae80fa:O4,2
P66b1ccae80fa:F6,P66b1ccae80fa:S1,doi:10.1007/s40271-025-00787-x,10.1007/s40271-025-00787-x,2026,APPLIED_USE_RESEARCH,Fit with staff workflow and data collection protocol,IMPLEMENTATION,"Most staff assessments fitted within the work schedule, but a notable minority did not.",P66b1ccae80fa:O5,2
P66b1ccae80fa:F7,P66b1ccae80fa:S1,doi:10.1007/s40271-025-00787-x,10.1007/s40271-025-00787-x,2026,APPLIED_USE_RESEARCH,Barriers and facilitators to routine QoL data collection,IMPLEMENTATION,"Staff said that standardized QoL questions improved their knowledge of residents, revealed unmet issues, and could support more person-centred care.",P66b1ccae80fa:O6,0
P66b1ccae80fa:F8,P66b1ccae80fa:S1,doi:10.1007/s40271-025-00787-x,10.1007/s40271-025-00787-x,2026,APPLIED_USE_RESEARCH,Barriers and facilitators to routine QoL data collection,IMPLEMENTATION,"The main implementation barriers were time pressure, competing duties and interruptions, resident illness or communication and cognitive difficulties, limited familiarity between proxy and resident, and instrument-specific problems.",P66b1ccae80fa:O6,0
P66b1ccae80fa:F9,P66b1ccae80fa:S1,doi:10.1007/s40271-025-00787-x,10.1007/s40271-025-00787-x,2026,APPLIED_USE_RESEARCH,Barriers and facilitators to routine QoL data collection,IMPLEMENTATION,"Staff generally viewed EQ-5D-5L length and directness as acceptable and QOL-ACC wording as positive; they found ASCOT and EQ-HWB more difficult because of length or complex wording, and some ASCOT topics and mental-health questions were sensitive.",P66b1ccae80fa:O6,0
P6858b9ee3f16:f1,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,"Growth, geographic spread, and practical administration of DCE valuation studies",FEASIBILITY,The review included 65 studies after screening 1172 deduplicated records and assessing 109 full articles.,P6858b9ee3f16:out3,6
P6858b9ee3f16:f10,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,Anchoring and statistical modelling practices,METHOD_PERFORMANCE_OR_DATA_QUALITY,"Sixty-one studies anchored latent DCE coefficients to a QALY scale, most often with duration attributes or cTTO data.",P6858b9ee3f16:out2,6
P6858b9ee3f16:f11,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,Anchoring and statistical modelling practices,METHOD_PERFORMANCE_OR_DATA_QUALITY,More than 60% of included studies reported some degree of coefficient or health-state ordering inconsistency with conditional logit models.,P6858b9ee3f16:out2,1
P6858b9ee3f16:f12,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,Use and design characteristics of DCE-based health-state valuation studies,METHOD_PERFORMANCE_OR_DATA_QUALITY,"The review identified growing use of DCE health-state valuation across more countries and measures, but it found no gold standard for design, presentation, anchoring, or model selection.",P6858b9ee3f16:out1,0
P6858b9ee3f16:f2,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,"Growth, geographic spread, and practical administration of DCE valuation studies",FEASIBILITY,"Publication volume increased during the review period, and the share of studies from developing countries was higher than in the 1999–2018 literature.",P6858b9ee3f16:out3,5
P6858b9ee3f16:f3,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,"Growth, geographic spread, and practical administration of DCE valuation studies",FEASIBILITY,"Most source studies sampled the general population and used large samples, although study sample sizes varied widely.",P6858b9ee3f16:out3,4
P6858b9ee3f16:f4,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,"Growth, geographic spread, and practical administration of DCE valuation studies",FEASIBILITY,Online panels were the most common administration mode; most offline studies used software-assisted data collection.,P6858b9ee3f16:out3,6
P6858b9ee3f16:f5,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,Use and design characteristics of DCE-based health-state valuation studies,METHOD_PERFORMANCE_OR_DATA_QUALITY,"EuroQol measures were the most frequently valued preference-based measures, and studies also covered generic, condition-specific, carer, child, older-person, and broader well-being measures.",P6858b9ee3f16:out1,3
P6858b9ee3f16:f6,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,Use and design characteristics of DCE-based health-state valuation studies,METHOD_PERFORMANCE_OR_DATA_QUALITY,"DCE task designs varied in attribute count, duration or death anchoring attributes, numbers of choice sets, and tasks per respondent, but paired choices were dominant.",P6858b9ee3f16:out1,8
P6858b9ee3f16:f7,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,Use and design characteristics of DCE-based health-state valuation studies,METHOD_PERFORMANCE_OR_DATA_QUALITY,"Efficient experimental designs dominated, with Bayesian-efficient and D-efficient approaches more common than factorial or manually selected designs.",P6858b9ee3f16:out1,4
P6858b9ee3f16:f8,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,Use and design characteristics of DCE-based health-state valuation studies,METHOD_PERFORMANCE_OR_DATA_QUALITY,"Studies used overlap, colour highlighting, blocking, and several forms of randomization to reduce cognitive burden and balance task presentation.",P6858b9ee3f16:out1,4
P6858b9ee3f16:f9,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,EVIDENCE_SYNTHESIS,Anchoring and statistical modelling practices,METHOD_PERFORMANCE_OR_DATA_QUALITY,"Main-effects and duration-interaction utility functions were most common; conditional logit was the usual starting regression model, while mixed logit and latent-class models were widely used for heterogeneity.",P6858b9ee3f16:out2,7
P6955934e48f7:F1,P6955934e48f7:S1,doi:10.1186/s12877-021-02673-1,10.1186/s12877-021-02673-1,2022,HEALTH_OUTCOME_RESEARCH,Composite of in-hospital mortality or discharge with palliative care,CLINICAL_EVENT_OR_MORBIDITY,"The composite primary outcome occurred in 1,108 patients (23%): 1,066 died in hospital and 42 were discharged with palliative care.",P6955934e48f7:OUT1,4
P6955934e48f7:F2,P6955934e48f7:S1,doi:10.1186/s12877-021-02673-1,10.1186/s12877-021-02673-1,2022,HEALTH_OUTCOME_RESEARCH,Composite of in-hospital mortality or discharge with palliative care,CLINICAL_EVENT_OR_MORBIDITY,"Age 70 years or older was strongly associated with the primary outcome in univariable analysis, and mortality risk increased steeply from about age 60.",P6955934e48f7:OUT1,1
P6955934e48f7:F3,P6955934e48f7:S1,doi:10.1186/s12877-021-02673-1,10.1186/s12877-021-02673-1,2022,HEALTH_OUTCOME_RESEARCH,Composite of in-hospital mortality or discharge with palliative care,CLINICAL_EVENT_OR_MORBIDITY,"After adjustment with a restricted cubic spline for age, female sex was associated with lower mortality, while diabetes mellitus, chronic kidney disease, and chronic obstructive pulmonary disease remained associated with higher mortality; other comorbidity effects were attenuated.",P6955934e48f7:OUT1,4
P6955934e48f7:F4,P6955934e48f7:S1,doi:10.1186/s12877-021-02673-1,10.1186/s12877-021-02673-1,2022,HEALTH_OUTCOME_RESEARCH,Composite of in-hospital mortality or discharge with palliative care,CLINICAL_EVENT_OR_MORBIDITY,"Each individual comorbidity significantly mediated the association between age 70 years or older and the primary outcome, but every individual mediation proportion was below 6%; a comorbidity count greater than two mediated 8% of the association.",P6955934e48f7:OUT1,2
P6955934e48f7:F5,P6955934e48f7:S1,doi:10.1186/s12877-021-02673-1,10.1186/s12877-021-02673-1,2022,HEALTH_OUTCOME_RESEARCH,Referral to an intensive care unit during hospitalization,HEALTH_SERVICE_USE,"During hospitalization, 1,312 patients (27%) were referred to intensive care; patients aged 70 years or older made up 34% of these referrals.",P6955934e48f7:OUT2,2
P6958d2dbffde:F1,P6958d2dbffde:S1,doi:10.1186/s12955-022-01996-w,10.1186/s12955-022-01996-w,2022,MEASUREMENT_PROPERTY_EVALUATION,Missing questionnaire responses,FEASIBILITY,Both proxy forms had few missing responses and showed similarly good feasibility.,P6958d2dbffde:O1,2
P6958d2dbffde:F2,P6958d2dbffde:S1,doi:10.1186/s12955-022-01996-w,10.1186/s12955-022-01996-w,2022,MEASUREMENT_PROPERTY_EVALUATION,"Ceiling, response redistribution, and classification consistency",MEASUREMENT_PROPERTY,"At baseline, the EQ-5D-Y-5L proxy classified fewer children as having no problems on all five dimensions than the EQ-5D-Y-3L proxy; the difference was small and was not present at follow-up.",P6958d2dbffde:O2,4
P6958d2dbffde:F3,P6958d2dbffde:S1,doi:10.1186/s12955-022-01996-w,10.1186/s12955-022-01996-w,2022,MEASUREMENT_PROPERTY_EVALUATION,"Ceiling, response redistribution, and classification consistency",MEASUREMENT_PROPERTY,"Logical response-redistribution pathways dominated when 3L responses were projected onto 5L responses, which supported the 5L proxy as a valid extension. Inconsistent redistribution varied by dimension, and the added detail was most useful for pain or discomfort.",P6958d2dbffde:O2,3
P6958d2dbffde:F4,P6958d2dbffde:S1,doi:10.1186/s12955-022-01996-w,10.1186/s12955-022-01996-w,2022,MEASUREMENT_PROPERTY_EVALUATION,Convergent validity with generic and disease-specific HRQoL measures,MEASUREMENT_PROPERTY,"The 3L and 5L proxy forms showed similar convergent validity. Associations with PedsQL Generic were mostly weak to moderate, while associations with matched disease-specific measures were generally higher and ranged from weak to strong.",P6958d2dbffde:O3,0
P6958d2dbffde:F5,P6958d2dbffde:S1,doi:10.1186/s12955-022-01996-w,10.1186/s12955-022-01996-w,2022,MEASUREMENT_PROPERTY_EVALUATION,Test-retest reliability among children reported as stable,MEASUREMENT_PROPERTY,Test-retest reliability was high and comparable for the two proxy forms among 59 stable-health pairs.,P6958d2dbffde:O4,2
P6958d2dbffde:F6,P6958d2dbffde:S1,doi:10.1186/s12955-022-01996-w,10.1186/s12955-022-01996-w,2022,MEASUREMENT_PROPERTY_EVALUATION,Responsiveness to proxy-reported health improvement,MEASUREMENT_PROPERTY,"Among proxies who reported improved child health, the 5L proxy showed a larger proportion of improvement-aligned dimension changes than the 3L proxy for all dimensions except self-care.",P6958d2dbffde:O5,3
P6958d2dbffde:F7,P6958d2dbffde:S1,doi:10.1186/s12955-022-01996-w,10.1186/s12955-022-01996-w,2022,MEASUREMENT_PROPERTY_EVALUATION,Agreement between child self-report and proxy report,MEASUREMENT_PROPERTY,"At baseline, patient-proxy agreement was generally higher for EQ-5D-Y-5L than for EQ-5D-Y-3L. Agreement was at least moderate except in acutely ill children; after recovery, agreement was generally high and comparable between versions.",P6958d2dbffde:O6,0
P695dbe6ca4ca:finding_1,P695dbe6ca4ca:study_1,doi:10.1016/j.healthpol.2020.03.005,10.1016/j.healthpol.2020.03.005,2020,HEALTH_PREFERENCE_RESEARCH,,,"In the primary GLS Tobit model, private health-insurance status was not a statistically significant determinant of EQ-5D-5L health-state preferences.",,1
P695dbe6ca4ca:finding_2,P695dbe6ca4ca:study_1,doi:10.1016/j.healthpol.2020.03.005,10.1016/j.healthpol.2020.03.005,2020,HEALTH_PREFERENCE_RESEARCH,,,"Interaction analyses gave limited evidence of insurance-related differences: most insurance-by-dimension-level interactions were not significant, although the most severe usual-activities level was significant in the interaction model and the most severe mobility and usual-activities levels were significant after covariate adjustment.",,3
P695dbe6ca4ca:finding_3,P695dbe6ca4ca:study_1,doi:10.1016/j.healthpol.2020.03.005,10.1016/j.healthpol.2020.03.005,2020,HEALTH_PREFERENCE_RESEARCH,,,"When models were estimated separately by insurance status, the 95% confidence intervals for every level of each EQ-5D-5L dimension overlapped between groups.",,0
P695dbe6ca4ca:finding_4,P695dbe6ca4ca:study_1,doi:10.1016/j.healthpol.2020.03.005,10.1016/j.healthpol.2020.03.005,2020,HEALTH_PREFERENCE_RESEARCH,,,The simple comparison of valuations for EQ-5D-5L state 55555 found no statistically significant difference between insured and uninsured respondents.,,1
P695dbe6ca4ca:finding_5,P695dbe6ca4ca:study_1,doi:10.1016/j.healthpol.2020.03.005,10.1016/j.healthpol.2020.03.005,2020,HEALTH_PREFERENCE_RESEARCH,,,"Health-state disutility generally increased as the described EQ-5D-5L health state became poorer, which supported the face validity of the models.",,0
P695dbe6ca4ca:finding_6,P695dbe6ca4ca:study_1,doi:10.1016/j.healthpol.2020.03.005,10.1016/j.healthpol.2020.03.005,2020,HEALTH_PREFERENCE_RESEARCH,,,"The analyses found preference heterogeneity related to age, marital status, and income, showing that the study could detect some sociodemographic differences even though it found no compelling insurance effect.",,0
P696c5f9468bc:F1,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,VALUE_SET_DEVELOPMENT,EQ-5D-5L health state values for the 3125 states,PREFERENCE_OR_UTILITY,The main effects robust regression model was selected as the Uruguayan EQ-5D-5L value set; predicted values ranged from -0.264 for the pits state to 1 for full health.,P696c5f9468bc:MO1 | P696c5f9468bc:OU1 | P696c5f9468bc:PD1,3
P696c5f9468bc:F2,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,VALUE_SET_DEVELOPMENT,"Model logical consistency, goodness of fit and prediction accuracy",METHOD_PERFORMANCE_OR_DATA_QUALITY,"The OLS model showed a logical inconsistency between slight and moderate problems in usual activities, while both robust models were logically consistent; adding interaction terms improved AIC/BIC by only about 0.4 % with equal prediction accuracy (MSE = 0.002).",P696c5f9468bc:MO1 | P696c5f9468bc:MO2 | P696c5f9468bc:MO3 | P696c5f9468bc:OU3,3
P696c5f9468bc:F3,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,VALUE_SET_DEVELOPMENT,EQ-5D-5L health state values for the 3125 states,PREFERENCE_OR_UTILITY,"Uruguayan values were higher than the Argentinian EQ-5D-5L crosswalk values across the whole misery index spectrum, by about 0.05 for states differing from full health by one dimension at level 2.",P696c5f9468bc:MU10 | P696c5f9468bc:OU1 | P696c5f9468bc:PD3,2
P696c5f9468bc:F4,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,VALUE_SET_DEVELOPMENT,"Self-reported EQ-5D-5L profiles, EQ VAS and index-based population norms",HEALTH_STATUS_OR_EQ_VAS,"Population norms: the mean EQ-5D-5L index value for the Uruguayan general population sample was 0.954, decreasing with age, and slightly higher in males than females though not significantly.",P696c5f9468bc:OU2 | P696c5f9468bc:PD2,4
P696c5f9468bc:F5,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,VALUE_SET_DEVELOPMENT,"Self-reported EQ-5D-5L profiles, EQ VAS and index-based population norms",HEALTH_STATUS_OR_EQ_VAS,Self-reported health: 44 % of respondents reported no problems on any EQ-5D-5L dimension; older respondents reported more problems in all dimensions and mean EQ VAS decreased with age.,P696c5f9468bc:IU2 | P696c5f9468bc:IU3 | P696c5f9468bc:OU2,3
P696c5f9468bc:F6,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,VALUE_SET_DEVELOPMENT,"Model logical consistency, goodness of fit and prediction accuracy",METHOD_PERFORMANCE_OR_DATA_QUALITY,"Discrete choice models showed several logical inconsistencies, so the hybrid C-TTO/DCE approach was abandoned and the value set was based on C-TTO data only.",P696c5f9468bc:MO4 | P696c5f9468bc:MU2 | P696c5f9468bc:OU3,0
P696c5f9468bc:F7,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,VALUE_SET_DEVELOPMENT,"Model logical consistency, goodness of fit and prediction accuracy",METHOD_PERFORMANCE_OR_DATA_QUALITY,"Quality control led to dropping 10 of 21 interviewers and excluding 220 interviews; excluded participants were similar in age, gender and educational level to the retained sample.",P696c5f9468bc:MU5 | P696c5f9468bc:MU6 | P696c5f9468bc:OU3,2
P696c5f9468bc:F8,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,VALUE_SET_DEVELOPMENT,,,Preference values did not differ significantly by educational level in ANOVA of crude preferences or when education dummies were added to the final model; 43.7 % of respondents had low health literacy despite over 80 % having at least some secondary education.,P696c5f9468bc:C4 | P696c5f9468bc:IU4 | P696c5f9468bc:MO1,2
P697ea672ccaf:finding_alignment,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"Caregiver descriptions aligned fairly closely with mobility, self-care, and pain or discomfort response levels, less closely with usual activities and worry, sadness, or unhappiness levels, and poorly with EQ VAS ratings.",,0
P697ea672ccaf:finding_comprehensive,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"Caregivers considered the instrument too brief and insufficiently comprehensive to describe children with intellectual disability. Common missing areas were communication, social engagement, broader mental-health indicators, and the human or equipment support that the child required.",,0
P697ea672ccaf:finding_framing,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,,,Responses depended on whether activities meant independent or supported performance and whether the comparison was with the child’s own usual state or a typically developing peer. Caregivers also preferred attention to functional impact and support needs rather than only problems or deficits.,P697ea672ccaf:concept_support,0
P697ea672ccaf:finding_proxy,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"Proxy reporting was especially uncertain for pain or discomfort and for worry, sadness, or unhappiness because many caregivers could not observe the child’s internal state and believed their own response could differ from the child’s response.",P697ea672ccaf:concept_proxy,0
P697ea672ccaf:finding_relevance,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"Caregivers considered the five questions clear and largely relevant, although some wanted mobility broadened beyond walking, self-care expanded to include toileting, and usual activities separated or clarified.",,0
P697ea672ccaf:finding_sample,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"Of 34 invited families, 28 completed interviews. The 28 interviews included 30 caregivers and represented 28 children or young people with intellectual disability.",,4
P697ea672ccaf:finding_timeframe,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"Caregivers questioned the single-day time frame because health or emotions could fluctuate within a day, the day could be atypical, and the child could be away from the caregiver at school.",,0
P697ea672ccaf:finding_use,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,,,Caregivers who discussed use did not want the brief instrument alone to determine funding or compare different children because it did not capture need in enough detail and children’s usual activities and expectations differed.,,0
